"code_micro";"mes_01";"mes_02";"mes_03";"mes_04";"mes_05";"mes_06";"mes_07";"mes_08";"mes_09";"mes_10";"mes_11";"mes_12"
11001;7.47434109011827;5.69082993055179;7.08614655622817;5.00249389033651;6.96674668049344;7.32823806424442;6.45128703963183;8.57652160659014;5.79843480916385;7.96251069680682;7.72222555801353;7.89877283787549
11002;4.16296509686804;6.6734513421979;2.08398675001224;6.32373741312766;5.09423831458144;5.15043387254942;6.59663967175121;5.05200534300085;7.371664585049;11.1119866009645;3.49627122673669;7.53683358240774
11003;7.54016670366061;5.49346113321314;10.0298584525324;7.40189025772457;5.38391229027073;10.503194940611;4.6115062204095;7.80627937112613;8.18085246936987;3.97812033814023;4.78713728126772;8.42918013579409
11004;6.36460262603504;5.49958203176559;6.85212378941421;7.07028571024555;5.41474217705124;3.46683046915356;6.56531157684226;5.22837847650861;4.82926291865559;5.05478795461871;6.95559799172916;6.14827865105537
11005;1.31457522130874;11.2784983485056;6.11790425071987;9.44850430176903;3.08930564766263;6.44620640752917;11.7528424249405;4.22148737071695;6.93943263198801;8.50405218086418;13.7782799195348;6.34213939388174
11006;4.40197032191609;3.44003822264692;6.19333315212099;7.32521257941315;5.68158862268191;5.29220333703662;5.80352738394396;7.39220683986114;5.89178673146061;8.58248158163692;6.91841945430421;9.62883906627992
11007;4.49612434081822;3.44552453434967;6.50814360180574;5.97283013868369;5.49977107202913;5.84259238161009;4.01680833447561;3.84277136278946;5.55082333848719;4.80356770580646;8.27688791379266;7.84621420164771
11008;3.12199507973575;1.84763650338487;6.34300430055692;8.6046967876946;3.44187871507784;8.13768970989136;4.98719952122885;8.32532021262868;3.44005531608948;3.1227457678988;5.76410957956585;7.5296668875369
12001;9.03522787795785;5.59929747481016;9.49323527876094;6.95290551696693;6.24824268174576;3.5427089057945;10.9987769360047;9.22813262144882;10.090808501901;8.12562385546311;9.88781101285557;6.93003094258816
12002;5.9669401679992;9.82895877214334;6.29669392085685;7.13032474826388;7.82014067455556;7.83654753061991;9.36559233566751;7.63942389341476;3.805539470104;13.3459452515961;10.3560181001394;11.1406958478627
12003;2.74099765005135;11.1980954279296;6.53481052725302;5.13243741505816;11.0992718877642;9.11160976466368;10.1761232532048;5.54934337394528;8.629980937331;7.58700876489188;3.90012558404381;6.57963996210127
12004;4.99513955081921;4.97687161207579;8.34994944872441;6.98089026040511;6.19738400046497;6.57959112058872;5.20825582952635;5.94283795050306;7.99178444558993;7.31616132721019;6.47939258639681;4.65699486449891
12005;6.49108588448464;10.7055856879945;8.92318918747422;5.84593050162955;11.3088910501436;9.03684411715003;8.0341935276537;1.8062719179808;5.74382538770821;11.1309967251017;10.8227344327264;9.64375952321253
13001;15.418592101146;7.35286780226458;13.6942877068408;6.98216104400996;11.1499353038278;9.21668979875087;13.1582085428024;9.2826651713137;10.0818393307675;10.821003025823;15.9004225843079;18.4486833316619
13002;10.2318887043359;7.23206989072342;11.6343329164364;6.3775306838945;7.41733381463588;3.8017320691307;6.17619447601166;11.4171759995738;9.71900730059432;5.0719326853094;10.2946323786778;9.1975801166713
13003;9.09123525373232;9.29550791481514;8.91936807118666;8.97841029015603;8.26934367757714;11.9761743146381;9.85124237687685;9.37516980537147;10.496132265744;11.1271451448526;10.1789995243135;9.81044048877795
13004;6.7780450084782;10.2357695791791;9.34270510463162;8.02954195266627;7.90678428447556;8.91134375314803;8.34517762930194;10.5211491107571;7.50694392312889;9.75725573929914;8.73874598995044;8.82782388844456
13005;6.25410984361152;7.66229003957026;4.82841566513621;11.5016727745341;10.9536166494973;8.38864907221541;6.41402322567149;7.87728487598373;7.73896097677296;4.02754640362761;3.28528782406627;4.88437702701647
13006;4.68333622139067;7.01852891633914;5.99647407324493;9.04777178262366;8.00336141179295;8.84719305106069;6.16853676139483;7.37140884413443;7.9106809181053;8.70738099808977;9.91506461867947;7.89074301866511
13007;6.51876860639622;5.79058538696728;6.84877281301091;6.83690034644652;7.27305925830299;6.94632621638299;7.06925093087348;7.50245824217213;6.87102190070748;6.53734118742157;6.6222507056087;8.08157758626062
13008;9.60409518618739;8.82609936422664;8.72274143302181;5.88066657355611;7.46569513087364;9.29329163743152;4.9236990766423;1.34782333270884;8.21676482961716;14.2835150778372;11.8838519842468;2.77894725141275
13009;8.54441124920035;9.70950839492539;8.23227590996584;9.10501990097207;8.23732276027194;10.4258506700876;5.53943202072941;5.24047111029055;5.94414804197906;9.6981922569633;7.63428097529145;8.23108496674642
13010;9.44437087162938;8.83215986832808;9.19959541671184;9.19972483919771;7.53510984431961;8.65195743777688;9.57022008938586;8.10859797571236;9.30075271707182;11.3491237475074;8.82605164194378;12.1306421638478
13011;6.72188320279809;6.08924395946999;6.65378051174226;8.76953551058976;8.87035969308555;2.23959651429198;9.96225302329474;10.492739024595;8.79041883415605;10.8215738897065;6.64570316523766;10.1902520049321
13012;8.57477161875318;5.35335249238709;11.0076796911979;7.02144260804464;12.6932548043969;8.4888922844458;3.80614540236666;6.95187909291882;3.21738675804045;11.1018026765592;10.7995151017719;13.6439546365796
13013;7.72931497289771;8.53903016024267;6.97032176399327;7.34480171658509;6.05320625873041;10.091115006109;14.7440434064638;10.9188226948859;10.5031111427102;8.5709031861943;15.1046713978737;8.1814441729417
14001;8.68330983363717;7.94387508998718;7.12068486497183;6.90282481756863;9.33246074825337;9.13886476450716;10.5325755237635;8.4287935520721;8.42941821665215;12.1170455581781;11.4814854031411;12.9065824071503
14002;15.1129753030733;9.59008960140591;7.48042847894327;7.09462383594959;10.1558413860692;10.9539298250178;10.8818111976739;6.07061746948334;12.9953390050768;12.9918605993345;12.4492769771164;7.72262195371524
14003;8.88801983806028;7.52380343311151;8.99997862505077;4.58521390787083;9.62328064052556;19.5621980085682;16.3093437713133;7.6393260281005;18.8452391272393;15.3313276811839;13.78209678064;16.8857308819755
14004;9.25426489407833;4.66334714072699;4.99983500544482;3.82616458884673;7.58357095188983;5.716572343223;3.43579445016122;5.98481293868679;6.47878198898607;4.65041656106346;9.75370909172486;7.71938491940962
15001;9.29191761676524;8.89050419471769;7.96128767004102;8.65928606850761;8.47150714465734;10.635270488768;8.87703030364516;6.88810461903772;13.1499591454678;10.8530766301631;8.05235966347579;12.5185626812258
15002;6.36936479135582;8.47154513882184;9.81995329117869;7.89606926383367;8.56576223230616;8.83111912175609;10.2545431082557;9.40169471931183;8.12229822319719;9.07255923340504;8.55561323089563;8.20747195811503
15003;8.60605770839808;9.82154257147628;8.46562638227806;10.7534397565421;8.21513128601308;7.27496708077396;9.23198122420174;7.65151920913897;4.06213440790329;9.7851985824509;11.8239065596078;9.84083004121121
15004;11.1957993360891;5.36071108045579;10.2732616755619;10.7555280426493;10.3438764251563;11.6475827048659;8.39656839882784;11.403522776256;8.68462357334181;9.46260248977386;8.56756704656687;9.99527531024758
15005;10.4072392756401;13.4602347954411;12.3067144138398;11.8509064803947;13.6955456978577;10.8578034340229;10.6763302707517;10.9906710752906;8.14237209011977;12.5426475719593;12.4963490539522;11.0139718132793
15006;9.53409019884934;9.92296471724512;12.0862596350151;8.20535422807251;8.96523785056181;8.12649469455989;12.6184939676028;7.94302468394208;13.8403763762204;10.7829803313751;12.3261830409737;10.0527433936721
15007;6.00051481967963;7.02926542431463;8.33526307974581;7.55057496897688;8.37982176163451;9.03412498194987;9.30554204073843;8.88891795570178;7.24360823280315;9.05169373889503;8.17869838904619;8.67652286610836
15008;7.37144672489;7.33854160114397;8.89452491165831;6.93110278466039;8.16628230697942;9.46897962275585;8.24529949218117;7.79695325248647;5.40532609946263;7.379284135646;7.99861163492591;8.77892312242153
15009;7.37350838533807;3.71602024636471;4.80484905366496;7.73607130540503;9.07272873832191;11.1690305121958;9.57866757049992;6.99464831685446;7.82133759692284;9.7176031029312;6.41711391434134;8.09622197897573
15010;6.77741224048491;6.23480752759487;6.10980628121795;8.0594282087543;11.1569261329673;8.1863167160735;8.53978043219829;8.42137654910653;7.86215696426395;9.45220175683553;7.69948633103398;9.04413651671865
15011;7.37688999113496;5.77256109293823;9.51414737858283;9.88983561249344;8.74805892501625;8.52667427937063;11.0323902984677;8.25804103373846;10.1881725947312;11.9170336119933;7.88137025824999;11.5196229153082
15012;6.1473446438822;6.38895516747295;9.69596407603153;5.84903763834057;8.1276764376936;7.63686572557207;8.17595423004634;7.82404590106929;7.08705449834174;9.26696376983534;8.61610055781101;7.13468092592105
15013;4.75234666125786;5.84809489954226;7.90786858624905;8.45548731087244;6.81256730862532;8.43645561199053;8.50516293765898;8.91336035468044;8.82357612481478;9.10303267533579;13.1043606320046;6.92041232236035
15014;7.33983860510445;8.00148141713094;4.65264913270947;9.81417631942561;9.26725958956943;8.45182473532838;7.60572592851125;8.5742220179652;11.6044007052311;7.33980619874474;12.1156490627247;11.9106782505953
15015;7.0924683788745;7.52446360890265;7.95466785284381;7.10917583546701;6.23433748399434;8.67274310585911;6.15155453078469;8.12482255161858;5.93419525236991;8.60433736824609;10.7829156464762;5.52892339315132
15016;6.25437656013619;5.90551181102362;6.55290474540392;5.73192600902369;6.99724380979175;8.8542305882677;7.48628197314998;8.18044373205725;9.32451607093666;5.26974970445487;8.90525476820735;5.17445011765406
15017;10.6511212253466;10.6352996229786;11.4761845629428;13.0128011882546;7.694714076365;9.52572534195953;10.3101200515952;10.0340005058317;10.6566111976392;8.80694077843697;10.6262712962474;11.9694943625216
15018;5.38311639374267;5.47827468434486;7.88205503040634;6.14456942953817;6.94076643146367;4.7287907168584;8.6078866605302;9.27695828858674;8.59848924543958;10.6756962123886;8.90339435550236;8.31978594854712
15019;4.59046048492042;6.70849662776919;5.28965530116808;4.73216135723796;6.62784905027547;7.18203382504098;9.30255330607848;9.57546989142077;6.70945161974549;9.46271741907537;7.47422877425196;9.71350297874649
15020;4.16780239281871;5.79406093639078;7.37554403280457;7.27290518842444;6.44388947440773;6.22212197692371;7.67737814465409;7.58253961265453;7.47302539165282;7.82796481721213;8.84556751139309;6.04901794193713
15021;6.05347259347035;2.78568048801939;6.08355669058358;4.8504665825488;6.39052211574715;5.67613344816782;7.33455599217508;5.44137943632751;4.07709515124664;10.8074144826062;8.90249637610338;4.54216354150674
15022;5.12163892445583;4.2334744209242;7.39570211097991;6.1126936195704;9.72887569220951;11.832490391648;6.20524467279745;3.90309833521704;4.48145127318031;13.361302994268;8.38638995645939;12.0160353992403
16001;6.62160444124253;6.53169570658578;14.1287838649288;3.89230763242604;12.438051593038;0;11.9210350637378;7.94750829719866;11.7743192677315;12.8357464536666;19.7289245763213;22.2082295860647
16002;0;14.9171353133344;15.0271347118225;8.58247544339214;6.59410223496105;13.1715284241583;7.65302217845827;4.96993191193281;8.09410748974746;6.74870087508155;7.131497685829;5.4003553433816
16003;5.85566426389243;7.62790779718776;8.5189760190825;5.86749964405831;8.66067534970526;6.55851555274454;8.85315115101449;6.66736155390417;7.26275217332439;7.71847629559449;9.67688191744034;8.48143749056882
16004;4.52895132132155;5.67374276952406;6.09760346761998;6.26053670686826;10.1155959729812;7.72618403770378;8.18791445630883;6.90159702955264;1.98766850459748;8.54078910058658;10.9137242811266;10.8225558714447
17001;5.3855605664284;7.29585798508205;8.74066205936658;5.95585013379392;6.1042863917525;7.9764233717601;6.60642979037385;9.28696192271316;9.9504064372496;7.77799155883232;6.42498445153763;9.77425035942584
17002;5.81856387868793;7.49231205535209;5.51372846469512;7.49581815332555;6.03595712520363;7.06401766004415;5.64511794246741;8.11392354351269;6.66286883143275;8.14614979252599;5.53740670507966;8.98743360182355
17003;6.5683170658014;5.94376406690829;7.6320147755806;8.32541884862019;9.42022887388072;4.63360128787638;5.83346847535301;7.86096492739794;7.67508303480458;3.01950418533475;10.3761733413872;9.47975816407711
