CD_MICRO;NM_MICRO;SIGLA_UF;2013;2014;2015;2016;2017;2018
31036;Peçanha;MG;-0,01362;-0,01197;-0,01272;-0,01225;-0,01269;-0,01327
31037;Governador Valadares;MG;-0,00592;-0,00591;-0,00674;-0,0067;-0,00652;-0,00614
31038;Mantena;MG;-0,00693;-0,00576;-0,00709;-0,00854;-0,00706;-0,00752
31039;Ipatinga;MG;-0,00076;-0,00047;-0,00129;-0,00113;-0,00002;-0,00044
31040;Caratinga;MG;-0,00408;-0,00389;-0,00488;-0,00508;-0,00432;-0,00425
31041;Aimorés;MG;-0,00828;-0,00806;-0,00876;-0,0091;-0,00802;-0,00853
31042;Piuí;MG;-0,00096;-0,00117;-0,00195;-0,00171;-0,00161;-0,00293
31043;Divinópolis;MG;0,01274;0,01254;0,01274;0,01312;0,01426;0,01386
31044;Formiga;MG;-0,00254;-0,00314;-0,00332;-0,003;-0,00264;-0,00352
31045;Campo Belo;MG;-0,00099;-0,00174;-0,0018;-0,0017;-0,00152;-0,0021
31046;Oliveira;MG;-0,00184;-0,00195;-0,00198;-0,00258;-0,00159;-0,00191
31047;Passos;MG;-0,00236;-0,00152;-0,00208;-0,00234;-0,00232;-0,00304
31048;São Sebastião do Paraíso;MG;-0,00341;-0,00391;-0,00385;-0,00426;-0,00401;-0,00499
31049;Alfenas;MG;-0,00156;-0,00138;-0,00218;-0,00168;-0,002;-0,00201
31050;Varginha;MG;-0,00178;-0,00184;-0,00237;-0,00263;-0,00184;-0,00275
31051;Poços de Caldas;MG;0,00144;0,00183;0,00133;0,00107;0,00122;0,00084
31052;Pouso Alegre;MG;0,00559;0,00529;0,00507;0,00506;0,00542;0,0049
31053;Santa Rita do Sapucaí;MG;0,00015;-0,00071;-0,0006;0,00038;-0,00016;-0,00051
31054;São Lourenço;MG;-0,00106;-0,00125;-0,00155;-0,00237;-0,00169;-0,00219
31055;Andrelândia;MG;-0,00584;-0,00569;-0,00597;-0,0073;-0,00596;-0,00705
31056;Itajubá;MG;-0,00441;-0,00539;-0,00546;-0,00513;-0,0054;-0,00583
31057;Lavras;MG;0,00131;0,00011;-0,00005;0;0,00107;-0,00006
31058;São João Del Rei;MG;-0,0006;-0,00104;-0,00122;-0,00151;-0,00092;-0,0014
31059;Barbacena;MG;0,00054;-0,00004;-0,00037;-0,001;0,0001;-0,00028
31060;Ponte Nova;MG;-0,00894;-0,00848;-0,00969;-0,00963;-0,00976;-0,00997
31061;Manhuaçu;MG;-0,00284;-0,00254;-0,00374;-0,00381;-0,00355;-0,00353
31062;Viçosa;MG;-0,00535;-0,00493;-0,00491;-0,00551;-0,00432;-0,00503
31063;Muriaé;MG;-0,0034;-0,00305;-0,00352;-0,00315;-0,00276;-0,00294
31064;Ubá;MG;0,00259;0,00319;0,00256;0,00221;0,00346;0,0025
31065;Juiz de Fora;MG;0,00135;0,00164;0,00073;0,00073;0,00178;0,00074
31066;Cataguases;MG;-0,00244;-0,00257;-0,0037;-0,0032;-0,00288;-0,00397
32001;Barra de São Francisco;ES;-0,008;-0,00701;-0,00849;-0,00973;-0,00831;-0,00825
32002;Nova Venécia;ES;-0,00205;-0,00381;-0,00373;-0,00451;-0,00367;-0,00418
32003;Colatina;ES;-0,00164;-0,00223;-0,00285;-0,00395;-0,00372;-0,00372
32004;Montanha;ES;-0,00324;-0,00399;-0,00538;-0,00526;-0,00358;-0,00567
32005;São Mateus;ES;0,00314;0,00244;0,00131;0,00185;0,00229;0,00126
32006;Linhares;ES;0,0072;0,00647;0,00583;0,00589;0,00651;0,00644
32007;Afonso Cláudio;ES;-0,00415;-0,00516;-0,00579;-0,00559;-0,0048;-0,00542
32008;Santa Teresa;ES;-0,00211;-0,0021;-0,00316;-0,00308;-0,00383;-0,00343
32009;Vitória;ES;0,00228;0,00167;0,00111;0,00085;0,0019;0,00124
32010;Guarapari;ES;0,00359;0,00313;0,00165;0,00139;0,0023;0,00236
32011;Alegre;ES;-0,0076;-0,00665;-0,00814;-0,0083;-0,00655;-0,00838
32012;Cachoeiro de Itapemirim;ES;-0,00347;-0,00349;-0,00485;-0,00474;-0,00376;-0,00437
32013;Itapemirim;ES;-0,00276;-0,00325;-0,00451;-0,00464;-0,00516;-0,00489
33001;Itaperuna;RJ;0,00003;0,0002;-0,0004;-0,00072;0,00004;-0,0006
33002;Santo Antônio de Pádua;RJ;-0,00278;-0,0029;-0,00305;-0,00397;-0,0033;-0,00396
33003;Campos dos Goytacazes;RJ;0,00211;0,00058;-0,00083;-0,00136;-0,00007;-0,00054
33004;Macaé;RJ;0,02679;0,02624;0,02604;0,02576;0,02804;0,02758
33005;Três Rios;RJ;-0,00165;-0,00125;-0,00276;-0,00367;-0,00214;-0,00335
33006;Cantagalo-Cordeiro;RJ;-0,00169;-0,00006;-0,00181;-0,00226;-0,00128;-0,00262
33007;Nova Friburgo;RJ;-0,00332;-0,00261;-0,0029;-0,00349;-0,00246;-0,00298
33008;Santa Maria Madalena;RJ;-0,00359;-0,00383;-0,00587;-0,00615;-0,00409;-0,00522
33009;Bacia de São João;RJ;0,06765;0,06838;0,06956;0,071;0,0736;0,07482
33010;Lagos;RJ;0,02356;0,02393;0,02301;0,02265;0,02345;0,02295
33011;Vale do Paraíba Fluminense;RJ;-0,00111;-0,00067;-0,00152;-0,0015;-0,0006;-0,00098
33012;Barra do Piraí;RJ;0,00055;0,00016;-0,00026;-0,00079;-0,00003;-0,00029
33013;Baía da Ilha Grande;RJ;0,01967;0,01981;0,01852;0,01894;0,01945;0,02029
33014;Vassouras;RJ;0,00172;0,0019;0,00037;0,00014;0,0011;-0,00015
33015;Serrana;RJ;-0,0002;-0,00052;-0,00086;-0,00149;-0,00048;-0,00146
33016;Macacu-Caceribu;RJ;0,00212;0,00111;-0,00021;-0,00073;0,00058;0,00057
33017;Itaguaí;RJ;0,0154;0,01489;0,01472;0,01464;0,01526;0,0157
33018;Rio de Janeiro;RJ;-0,00122;-0,00132;-0,00202;-0,00236;-0,00098;-0,00194
35001;Jales;SP;-0,00373;-0,00427;-0,00586;-0,00506;-0,00448;-0,00594
35002;Fernandópolis;SP;-0,00228;-0,00288;-0,00339;-0,00414;-0,00261;-0,003
35003;Votuporanga;SP;0,00211;0,00161;0,00177;0,00032;0,00164;0,0015
35004;São José do Rio Preto;SP;0,00365;0,00361;0,0026;0,0027;0,00318;0,00281
35005;Catanduva;SP;0,00124;0,00186;0,0008;0,00149;0,0012;0,0011
35006;Auriflama;SP;-0,00228;-0,00307;-0,00303;-0,00278;-0,00209;-0,00315
35007;Nhandeara;SP;0,00503;0,00403;0,00302;0,00419;0,00414;0,00313
35008;Novo Horizonte;SP;0,00221;0,00244;0,00147;0,00159;0,0017;0,00118
35009;Barretos;SP;-0,00177;-0,00188;-0,00276;-0,00328;-0,00131;-0,00371
35010;São Joaquim da Barra;SP;0,00012;-0,00009;0,00053;-0,00024;0,00103;0,00007
35011;Ituverava;SP;-0,00165;-0,00145;-0,00232;-0,00216;-0,00132;-0,00316
35012;Franca;SP;-0,00156;-0,00181;-0,0026;-0,00308;-0,00293;-0,00327
35013;Jaboticabal;SP;-0,00291;-0,00303;-0,00352;-0,00301;-0,00304;-0,00342
35014;Ribeirão Preto;SP;0,00729;0,00732;0,00671;0,00637;0,00765;0,007
35015;Batatais;SP;-0,00116;-0,00059;-0,0009;-0,00211;-0,00073;-0,00167
35016;Andradina;SP;-0,00438;-0,00411;-0,0041;-0,00433;-0,00335;-0,00397
35017;Araçatuba;SP;0,00107;0,00074;0,00055;0,00045;0,00148;0,0001
35018;Birigui;SP;0,0031;0,00237;0,00208;0,00173;0,00309;0,00178
35019;Lins;SP;-0,00058;-0,00013;-0,00032;-0,00066;-0,00006;-0,00041
35020;Bauru;SP;-0,00008;-0,00031;-0,00096;-0,00083;-0,00004;-0,00063
35021;Jaú;SP;0,00211;0,00171;0,00209;0,00179;0,00204;0,00189
35022;Avaré;SP;0,00174;0,00247;0,0019;0,00178;0,00281;0,00164
35023;Botucatu;SP;0,00421;0,00469;0,00286;0,00323;0,004;0,00376
35024;Araraquara;SP;0,00176;0,00179;0,00103;0,00107;0,0022;0,00103
35025;São Carlos;SP;0,00263;0,00264;0,00209;0,00168;0,00177;0,00138
35026;Rio Claro;SP;0,00203;0,00212;0,00147;0,00116;0,00175;0,00149
35027;Limeira;SP;0,0028;0,00281;0,00203;0,00231;0,00223;0,0023
35028;Piracicaba;SP;0,00168;0,00135;0,00097;0,00054;0,00141;0,00054
35029;Pirassununga;SP;0,00108;0,00058;0,00069;0,00088;-0,00014;0,00036
35030;São João da Boa Vista;SP;-0,00388;-0,00423;-0,00483;-0,00473;-0,00469;-0,00546
35031;Mogi Mirim;SP;0,00273;0,00279;0,00261;0,00229;0,00245;0,00236
35032;Campinas;SP;0,00643;0,00639;0,00612;0,00552;0,00636;0,006
35033;Amparo;SP;0,00286;0,00228;0,00186;0,00174;0,00299;0,00166
35034;Dracena;SP;-0,00077;-0,00072;-0,00214;-0,00159;-0,00134;-0,00134
35035;Adamantina;SP;-0,00121;-0,00098;-0,00163;-0,00035;-0,00046;-0,00115
35036;Presidente Prudente;SP;-0,00353;-0,00356;-0,0042;-0,00454;-0,0037;-0,00464
35037;Tupã;SP;-0,00611;-0,00645;-0,00662;-0,00777;-0,00624;-0,00701
35038;Marília;SP;-0,0027;-0,00274;-0,003;-0,00348;-0,00335;-0,00438
35039;Assis;SP;-0,00199;-0,00187;-0,00235;-0,0032;-0,00229;-0,00327
35040;Ourinhos;SP;-0,00244;-0,00209;-0,00218;-0,00253;-0,00185;-0,00314
35041;Itapeva;SP;-0,00821;-0,00861;-0,00847;-0,00921;-0,00848;-0,00882
35042;Itapetininga;SP;0,00515;0,00491;0,0044;0,00409;0,00485;0,00433
35043;Tatuí;SP;0,00953;0,01002;0,00901;0,00927;0,00977;0,00946
35044;Capão Bonito;SP;-0,01572;-0,01657;-0,0172;-0,01725;-0,01583;-0,0175
35045;Piedade;SP;-0,00444;-0,00448;-0,0047;-0,00564;-0,00464;-0,00621
35046;Sorocaba;SP;0,00436;0,00455;0,00418;0,00376;0,00441;0,00377
35047;Jundiaí;SP;0,00604;0,00607;0,00618;0,00533;0,00616;0,00593
35048;Bragança Paulista;SP;0,00715;0,00651;0,00655;0,00604;0,00702;0,00626
35049;Campos do Jordão;SP;-0,0045;-0,00484;-0,00533;-0,00527;-0,00486;-0,0056
35050;São José dos Campos;SP;0,00121;0,00106;0,00034;0,00065;0,00111;0,00059
35051;Guaratinguetá;SP;-0,00197;-0,00207;-0,00227;-0,00232;-0,00205;-0,0026
35052;Bananal;SP;-0,00356;-0,00256;-0,00331;-0,00272;-0,00287;-0,00404
35053;Paraibuna/Paraitinga;SP;-0,00734;-0,00697;-0,00789;-0,00759;-0,00749;-0,00993
35054;Caraguatatuba;SP;0,00917;0,00985;0,00897;0,00829;0,00917;0,00799
35055;Registro;SP;-0,01119;-0,01104;-0,01204;-0,0124;-0,01161;-0,01208
35056;Itanhaém;SP;0,00826;0,00884;0,00833;0,00861;0,00912;0,00811
35057;Osasco;SP;-0,00469;-0,00482;-0,00506;-0,00556;-0,00473;-0,00508
35058;Franco da Rocha;SP;0,00579;0,00543;0,00476;0,00438;0,00531;0,00485
35059;Guarulhos;SP;-0,00129;-0,00132;-0,00165;-0,00228;-0,00126;-0,00176
35060;Itapecerica da Serra;SP;0,00364;0,00368;0,00347;0,00333;0,00439;0,00369
35061;São Paulo;SP;-0,00511;-0,00493;-0,00542;-0,00565;-0,00501;-0,00561
35062;Mogi das Cruzes;SP;0,00071;0,00105;0,0005;-0,00032;0,00053;0,00018
35063;Santos;SP;0,0006;0,00108;0,0007;0,00087;0,00173;0,00135
41001;Paranavaí;PR;-0,00523;-0,00511;-0,00635;-0,00639;-0,00574;-0,00665
41002;Umuarama;PR;-0,00602;-0,00634;-0,00744;-0,00748;-0,00682;-0,00799
41003;Cianorte;PR;0,00201;0,0019;0,00175;0,00109;0,00223;0,00113
41004;Goioerê;PR;-0,01785;-0,0188;-0,01893;-0,01947;-0,01925;-0,02048
41005;Campo Mourão;PR;-0,00913;-0,00951;-0,01015;-0,00979;-0,00936;-0,01087
41006;Astorga;PR;-0,0023;-0,00334;-0,00352;-0,00501;-0,00387;-0,00482
41007;Porecatu;PR;-0,00876;-0,00806;-0,00959;-0,00989;-0,01006;-0,00999
41008;Floraí;PR;-0,0049;-0,0061;-0,00622;-0,00459;-0,00588;-0,00676
41009;Maringá;PR;0,00709;0,0066;0,00613;0,00529;0,00578;0,00499
41010;Apucarana;PR;0,0034;0,00253;0,00151;0,00189;0,00256;0,0017
41011;Londrina;PR;0,00195;0,00135;0,00125;0,00089;0,00131;0,00055
41012;Faxinal;PR;-0,01048;-0,01169;-0,01321;-0,01238;-0,01124;-0,01317
41013;Ivaiporã;PR;-0,01675;-0,01635;-0,01791;-0,01725;-0,0171;-0,0179
41014;Assaí;PR;-0,01298;-0,01204;-0,01418;-0,01333;-0,01195;-0,01336
41015;Cornélio Procópio;PR;-0,01167;-0,01222;-0,01265;-0,01237;-0,01252;-0,01321
41016;Jacarezinho;PR;-0,00699;-0,00693;-0,0079;-0,00812;-0,00829;-0,00882
41017;Ibaiti;PR;-0,0055;-0,00459;-0,00506;-0,00516;-0,00542;-0,00692
41018;Wenceslau Braz;PR;-0,00528;-0,00657;-0,00747;-0,00705;-0,00693;-0,00785
41019;Telêmaco Borba;PR;-0,00343;-0,00322;-0,00365;-0,00404;-0,00438;-0,00468
41020;Jaguariaíva;PR;-0,00706;-0,00644;-0,00699;-0,00733;-0,00673;-0,00774
41021;Ponta Grossa;PR;-0,00195;-0,00195;-0,00299;-0,00276;-0,00213;-0,00293
41022;Toledo;PR;-0,00058;-0,00068;-0,0016;-0,00214;-0,00168;-0,00319
41023;Cascavel;PR;-0,00231;-0,00299;-0,00431;-0,00415;-0,00354;-0,00459
41024;Foz do Iguaçu;PR;-0,01089;-0,01179;-0,01236;-0,01198;-0,01168;-0,01327
41025;Capanema;PR;-0,00601;-0,00698;-0,00702;-0,00819;-0,0081;-0,00853
41026;Francisco Beltrão;PR;-0,00392;-0,00454;-0,00579;-0,00589;-0,00563;-0,00691
41027;Pato Branco;PR;-0,00543;-0,00572;-0,00688;-0,00703;-0,00744;-0,00777
41028;Pitanga;PR;-0,02338;-0,02348;-0,02414;-0,0244;-0,02278;-0,02514
41029;Guarapuava;PR;-0,00887;-0,0087;-0,01048;-0,01073;-0,00946;-0,01085
41030;Palmas;PR;-0,00733;-0,00713;-0,00771;-0,00761;-0,00662;-0,00646
41031;Prudentópolis;PR;-0,00229;-0,00229;-0,00291;-0,00359;-0,00346;-0,00335
41032;Irati;PR;-0,00391;-0,00413;-0,00474;-0,00587;-0,00469;-0,0071
41033;União da Vitória;PR;-0,00524;-0,00667;-0,0073;-0,00779;-0,00728;-0,00864
41034;São Mateus do Sul;PR;-0,00035;-0,00165;-0,00161;-0,00131;-0,00189;-0,00176
41035;Cerro Azul;PR;-0,01167;-0,01085;-0,01081;-0,011;-0,01072;-0,01374
41036;Lapa;PR;-0,00482;-0,00385;-0,00458;-0,00432;-0,00325;-0,00378
41037;Curitiba;PR;0,00056;0,00049;0,00008;-0,00003;0,00087;0,00056
41038;Paranaguá;PR;-0,00013;-0,00089;-0,00069;-0,00079;0,00085;-0,00097
41039;Rio Negro;PR;0,00236;0,00174;0,00052;-0,00006;0,00082;-0,00091
42001;São Miguel do Oeste;SC;-0,00765;-0,00684;-0,0085;-0,00862;-0,00778;-0,00869
42002;Chapecó;SC;0,00065;-0,00017;-0,00066;-0,001;-0,00037;-0,00158
42003;Xanxerê;SC;-0,00433;-0,00477;-0,00531;-0,00661;-0,0063;-0,00703
42004;Joaçaba;SC;-0,00425;-0,0048;-0,00515;-0,00644;-0,00605;-0,00608
42005;Concórdia;SC;-0,00675;-0,00681;-0,00841;-0,00841;-0,00767;-0,00949
42006;Canoinhas;SC;-0,00678;-0,00661;-0,00723;-0,00815;-0,00726;-0,00773
42007;São Bento do Sul;SC;-0,00333;-0,002;-0,00298;-0,0035;-0,00342;-0,00358
42008;Joinville;SC;0,00838;0,00845;0,00782;0,00733;0,0082;0,00767
42009;Curitibanos;SC;-0,00635;-0,00688;-0,00694;-0,0074;-0,00772;-0,00806
42010;Campos de Lages;SC;-0,01085;-0,01082;-0,01116;-0,01146;-0,01191;-0,01251
42011;Rio do Sul;SC;0,00089;0,00039;0,00073;-0,00018;0,00077;-0,00021
42012;Blumenau;SC;0,00989;0,00996;0,00933;0,00919;0,00932;0,0085
42013;Itajaí;SC;0,02201;0,02144;0,02087;0,01979;0,02072;0,02008
42014;Ituporanga;SC;-0,00318;-0,00175;-0,00208;-0,00341;-0,00259;-0,00399
42015;Tijucas;SC;0,01879;0,01837;0,01829;0,01827;0,01993;0,01888
42016;Florianópolis;SC;0,00909;0,00876;0,00814;0,00763;0,00784;0,00728
42017;Tabuleiro;SC;-0,0054;-0,00483;-0,0055;-0,00601;-0,00532;-0,00773
42018;Tubarão;SC;0,00116;0,0006;0,00038;0,00002;-0,0001;-0,0012
42019;Criciúma;SC;0,00156;0,00086;0,00016;-0,00024;0,00026;-0,00045
42020;Araranguá;SC;0,0022;0,0025;0,00201;0,00187;0,00199;0,00155
43001;Santa Rosa;RS;-0,00974;-0,00947;-0,01023;-0,01049;-0,01019;-0,01117
43002;Três Passos;RS;-0,01175;-0,01194;-0,01315;-0,01422;-0,0121;-0,01355
43003;Frederico Westphalen;RS;-0,01262;-0,01388;-0,01462;-0,01516;-0,01405;-0,01508
43004;Erechim;RS;-0,00742;-0,00783;-0,00905;-0,00954;-0,00873;-0,00881
43005;Sananduva;RS;-0,00721;-0,00817;-0,00876;-0,00845;-0,00745;-0,0099
43006;Cerro Largo;RS;-0,01029;-0,01131;-0,01107;-0,01173;-0,01119;-0,01182
43007;Santo Ângelo;RS;-0,01355;-0,01412;-0,01379;-0,01499;-0,01438;-0,01526
43008;Ijuí;RS;-0,00859;-0,00913;-0,00929;-0,01069;-0,01038;-0,01056
43009;Carazinho;RS;-0,00837;-0,00768;-0,0092;-0,01016;-0,0082;-0,00923
43010;Passo Fundo;RS;-0,00128;-0,00105;-0,00203;-0,00231;-0,0018;-0,00262
43011;Cruz Alta;RS;-0,0093;-0,00958;-0,01021;-0,01088;-0,0096;-0,0108
43012;Não-Me-Toque;RS;-0,00463;-0,00569;-0,00637;-0,00725;-0,00666;-0,00661
43013;Soledade;RS;-0,00776;-0,00869;-0,00868;-0,0094;-0,008;-0,00914
43014;Guaporé;RS;0,00317;0,00303;0,00167;0,00122;0,00119;0,0016
43015;Vacaria;RS;-0,00756;-0,00704;-0,00788;-0,00975;-0,0085;-0,00894
43016;Caxias do Sul;RS;0,00565;0,00536;0,00463;0,00422;0,0051;0,00503
43017;Santiago;RS;-0,00772;-0,00812;-0,00819;-0,00916;-0,00844;-0,00808
43018;Santa Maria;RS;-0,00473;-0,00382;-0,00464;-0,00574;-0,00474;-0,0055
43019;Restinga Seca;RS;-0,00964;-0,01002;-0,00992;-0,01007;-0,01107;-0,01105
43020;Santa Cruz do Sul;RS;-0,00069;-0,00085;-0,00169;-0,00221;-0,00134;-0,00178
43021;Lajeado-Estrela;RS;0,0021;0,00172;0,00114;0,00053;0,00087;0,0004
43022;Cachoeira do Sul;RS;-0,00883;-0,00768;-0,00833;-0,0092;-0,00912;-0,0102
43023;Montenegro;RS;0,00442;0,00409;0,00284;0,00234;0,00281;0,00276
43024;Gramado-Canela;RS;0,00314;0,00298;0,00216;0,00191;0,00253;0,00184
43025;São Jerônimo;RS;0,00063;0,00088;-0,00046;-0,00042;0,00024;0,00002
43026;Porto Alegre;RS;-0,00483;-0,00501;-0,00514;-0,00601;-0,00503;-0,00541
43027;Osório;RS;0,01042;0,00979;0,00886;0,00832;0,00917;0,00883
43028;Camaquã;RS;-0,00252;-0,00211;-0,00307;-0,00441;-0,00298;-0,00333
43029;Campanha Ocidental;RS;-0,01365;-0,0138;-0,01391;-0,01474;-0,01411;-0,01468
43030;Campanha Central;RS;-0,01202;-0,01183;-0,01314;-0,01411;-0,01417;-0,01379
43031;Campanha Meridional;RS;-0,00772;-0,00759;-0,00828;-0,00824;-0,00817;-0,00842
43032;Serras de Sudeste;RS;-0,00545;-0,00548;-0,00619;-0,00559;-0,00565;-0,00629
43033;Pelotas;RS;-0,00547;-0,00561;-0,0062;-0,00631;-0,00553;-0,00685
43034;Jaguarão;RS;-0,01163;-0,0123;-0,01337;-0,01352;-0,01205;-0,01329
43035;Litoral Lagunar;RS;-0,00303;-0,00436;-0,00541;-0,00652;-0,0052;-0,00554
50001;Baixo Pantanal;MS;-0,00297;-0,00501;-0,00649;-0,00456;-0,00459;-0,00498
50002;Aquidauana;MS;-0,00686;-0,00693;-0,00793;-0,00762;-0,00774;-0,00913
50003;Alto Taquari;MS;0,00188;0,00156;0,00108;0,0009;0,00266;0,00074
50004;Campo Grande;MS;0,00522;0,00512;0,00476;0,00464;0,00578;0,00486
50005;Cassilândia;MS;0,0091;0,00936;0,00877;0,00794;0,00934;0,00889
50006;Paranaíba;MS;-0,00292;-0,00185;-0,00383;-0,00354;-0,00208;-0,00421
50007;Três Lagoas;MS;0,00771;0,00713;0,00663;0,00698;0,00811;0,00588
50008;Nova Andradina;MS;0,00522;0,00657;0,00479;0,00417;0,00542;0,00454
50009;Bodoquena;MS;-0,00739;-0,01018;-0,00972;-0,0099;-0,00767;-0,01059
50010;Dourados;MS;0,00511;0,00611;0,00475;0,00531;0,00589;0,00441
50011;Iguatemi;MS;-0,00302;-0,00303;-0,00326;-0,0039;-0,00281;-0,00386
51001;Aripuanã;MT;0,02464;0,02604;0,02592;0,02709;0,0288;0,02764
51002;Alta Floresta;MT;-0,00148;-0,00047;-0,00172;-0,00194;-0,00152;-0,00177
51003;Colíder;MT;-0,00167;-0,00273;-0,00383;-0,00302;-0,00314;-0,00461
51004;Parecis;MT;0,02347;0,02506;0,0247;0,02461;0,02523;0,02505
51005;Arinos;MT;0,00021;-0,00139;-0,00163;-0,00032;0,00144;0,00014
51006;Alto Teles Pires;MT;0,04838;0,04784;0,0476;0,04801;0,04908;0,04925
51007;Sinop;MT;0,01597;0,01484;0,01433;0,01468;0,01611;0,01522
51008;Paranatinga;MT;0,00105;0,00368;-0,0005;0,00077;0,0016;0,00048
51009;Norte Araguaia;MT;0,01225;0,01243;0,01291;0,01187;0,01255;0,01284
51010;Canarana;MT;0,00843;0,00734;0,0077;0,00665;0,00817;0,00662
51011;Médio Araguaia;MT;-0,00436;-0,00386;-0,00613;-0,00566;-0,00601;-0,00603
51012;Alto Guaporé;MT;-0,00818;-0,00811;-0,01032;-0,00991;-0,00871;-0,01017
51013;Tangará da Serra;MT;0,01207;0,01189;0,01143;0,01144;0,01214;0,01154
51014;Jauru;MT;-0,00617;-0,00539;-0,00582;-0,00657;-0,00383;-0,00638
51015;Alto Paraguai;MT;-0,00939;-0,0112;-0,0117;-0,01034;-0,0088;-0,01089
51016;Rosário Oeste;MT;-0,01139;-0,01114;-0,01263;-0,01405;-0,01028;-0,01436
51017;Cuiabá;MT;-0,00135;-0,00227;-0,00295;-0,00285;-0,00161;-0,00296
51018;Alto Pantanal;MT;-0,00968;-0,01053;-0,0113;-0,01122;-0,01003;-0,0117
51019;Primavera do Leste;MT;0,02182;0,02131;0,02135;0,01984;0,0213;0,02111
51020;Tesouro;MT;-0,00604;-0,00746;-0,00731;-0,00783;-0,0062;-0,00749
51021;Rondonópolis;MT;0,00696;0,00694;0,00543;0,00595;0,00674;0,0059
51022;Alto Araguaia;MT;0,02068;0,02107;0,02091;0,0215;0,02224;0,02356
52001;São Miguel do Araguaia;GO;-0,0077;-0,00716;-0,00762;-0,00956;-0,00748;-0,00862
52002;Rio Vermelho;GO;-0,01107;-0,01214;-0,01152;-0,01039;-0,01197;-0,01206
52003;Aragarças;GO;-0,00472;-0,00466;-0,00471;-0,00436;-0,00434;-0,00437
52004;Porangatu;GO;-0,00782;-0,00754;-0,00813;-0,00809;-0,00711;-0,00727
52005;Chapada dos Veadeiros;GO;-0,00058;-0,00134;0,00067;-0,00128;0,00001;-0,00035
52006;Ceres;GO;-0,00042;-0,00061;-0,00149;-0,00139;-0,00164;-0,00119
52007;Anápolis;GO;0,00329;0,00289;0,00238;0,00185;0,00216;0,00184
52008;Iporá;GO;-0,01325;-0,01276;-0,01343;-0,01378;-0,01466;-0,01383
52009;Anicuns;GO;-0,00042;-0,00101;-0,00119;-0,00151;-0,002;-0,00128
52010;Goiânia;GO;0,00901;0,00874;0,00805;0,0081;0,00874;0,00859
52011;Vão do Paranã;GO;0,00445;0,00392;0,00391;0,00426;0,0059;0,00569
52012;Entorno de Brasília;GO;0,01107;0,01095;0,01026;0,01037;0,01146;0,01116
52013;Sudoeste de Goiás;GO;0,01428;0,01371;0,01309;0,01339;0,01378;0,01396
52014;Vale do Rio dos Bois;GO;0,00123;0,00063;0,00043;0,0001;0,0007;0,00047
52015;Meia Ponte;GO;0,00452;0,00417;0,00359;0,00376;0,00388;0,00362
52016;Pires do Rio;GO;-0,00191;-0,00166;-0,00153;-0,00227;-0,00186;-0,00256
52017;Catalão;GO;0,01217;0,01108;0,01106;0,01125;0,01102;0,01098
52018;Quirinópolis;GO;0,00642;0,00687;0,00541;0,00577;0,00628;0,00642
53001;Brasília;DF;0,00671;0,00628;0,00632;0,00572;0,00656;0,00609
