CD_MICRO;NM_MICRO;SIGLA_UF;2013;2014;2015;2016;2017;2018
41016;Jacarezinho;PR;-876;-867;-986;-1012;-1030;-1093
41017;Ibaiti;PR;-437;-365;-402;-410;-430;-548
41018;Wenceslau Braz;PR;-533;-662;-750;-706;-692;-782
41019;Telêmaco Borba;PR;-568;-536;-611;-678;-739;-792
41020;Jaguariaíva;PR;-732;-669;-728;-765;-703;-809
41021;Ponta Grossa;PR;-883;-888;-1373;-1274;-991;-1373
41022;Toledo;PR;-231;-272;-639;-859;-680;-1296
41023;Cascavel;PR;-1047;-1359;-1975;-1908;-1636;-2132
41024;Foz do Iguaçu;PR;-4541;-4906;-5132;-4967;-4827;-5472
41025;Capanema;PR;-584;-677;-679;-790;-779;-818
41026;Francisco Beltrão;PR;-984;-1143;-1460;-1489;-1426;-1753
41027;Pato Branco;PR;-895;-946;-1139;-1167;-1236;-1293
41028;Pitanga;PR;-1734;-1715;-1736;-1726;-1586;-1721
41029;Guarapuava;PR;-3450;-3383;-4075;-4171;-3674;-4208
41030;Palmas;PR;-687;-671;-728;-721;-629;-616
41031;Prudentópolis;PR;-306;-308;-392;-487;-471;-457
41032;Irati;PR;-394;-417;-480;-595;-476;-721
41033;União da Vitória;PR;-630;-802;-878;-937;-875;-1038
41034;São Mateus do Sul;PR;-23;-108;-106;-87;-126;-118
41035;Cerro Azul;PR;-345;-319;-316;-320;-310;-395
41036;Lapa;PR;-247;-198;-236;-223;-168;-196
41037;Curitiba;PR;1809;1610;271;-98;2932;1892
41038;Paranaguá;PR;-36;-252;-196;-225;244;-281
41039;Rio Negro;PR;222;165;50;-6;79;-89
42001;São Miguel do Oeste;SC;-1366;-1220;-1513;-1531;-1379;-1536
42002;Chapecó;SC;279;-73;-285;-439;-165;-703
42003;Xanxerê;SC;-685;-757;-846;-1056;-1009;-1128
42004;Joaçaba;SC;-1439;-1631;-1756;-2202;-2074;-2089
42005;Concórdia;SC;-983;-991;-1222;-1220;-1112;-1372
42006;Canoinhas;SC;-1700;-1658;-1815;-2046;-1821;-1939
42007;São Bento do Sul;SC;-440;-266;-398;-470;-462;-485
42008;Joinville;SC;7650;7854;7396;7058;8030;7641
42009;Curitibanos;SC;-805;-874;-882;-942;-984;-1028
42010;Campos de Lages;SC;-3129;-3108;-3192;-3263;-3377;-3528
42011;Rio do Sul;SC;192;84;159;-40;171;-48
42012;Blumenau;SC;7258;7438;7089;7100;7322;6789
42013;Itajaí;SC;14053;14120;14181;13864;14973;14954
42014;Ituporanga;SC;-185;-102;-122;-201;-153;-237
42015;Tijucas;SC;1916;1924;1967;2019;2263;2202
42016;Florianópolis;SC;8623;8462;7996;7616;7962;7509
42017;Tabuleiro;SC;-132;-118;-134;-146;-129;-187
42018;Tubarão;SC;456;238;150;10;-42;-485
42019;Criciúma;SC;610;337;64;-95;104;-182
42020;Araranguá;SC;419;481;391;367;394;309
43001;Santa Rosa;RS;-1544;-1493;-1602;-1631;-1573;-1712
43002;Três Passos;RS;-1693;-1706;-1862;-1996;-1684;-1868
43003;Frederico Westphalen;RS;-2203;-2402;-2506;-2574;-2362;-2509
43004;Erechim;RS;-1593;-1674;-1928;-2022;-1842;-1850
43005;Sananduva;RS;-442;-498;-531;-509;-446;-589
43006;Cerro Largo;RS;-679;-739;-716;-751;-709;-741
43007;Santo Ângelo;RS;-2662;-2747;-2655;-2855;-2710;-2843
43008;Ijuí;RS;-1607;-1702;-1727;-1979;-1914;-1939
43009;Carazinho;RS;-1364;-1247;-1489;-1638;-1316;-1475
43010;Passo Fundo;RS;-439;-361;-700;-800;-626;-914
43011;Cruz Alta;RS;-1414;-1450;-1537;-1627;-1427;-1595
43012;Não-Me-Toque;RS;-200;-245;-274;-311;-285;-282
43013;Soledade;RS;-562;-627;-623;-671;-568;-645
43014;Guaporé;RS;423;407;226;166;163;220
43015;Vacaria;RS;-1217;-1132;-1263;-1560;-1357;-1422
43016;Caxias do Sul;RS;4635;4451;3890;3587;4392;4375
43017;Santiago;RS;-867;-908;-912;-1015;-930;-886
43018;Santa Maria;RS;-1766;-1425;-1730;-2139;-1765;-2044
43019;Restinga Seca;RS;-611;-629;-617;-621;-676;-668
43020;Santa Cruz do Sul;RS;-228;-282;-566;-739;-448;-599
43021;Lajeado-Estrela;RS;673;554;370;171;285;131
43022;Cachoeira do Sul;RS;-1360;-1175;-1266;-1387;-1364;-1514
43023;Montenegro;RS;945;883;619;514;623;616
43024;Gramado-Canela;RS;984;943;691;614;823;602
43025;São Jerônimo;RS;94;132;-70;-64;37;3
43026;Porto Alegre;RS;-18109;-18810;-19322;-22618;-18931;-20384
43027;Osório;RS;3821;3645;3346;3190;3570;3486
43028;Camaquã;RS;-339;-285;-415;-596;-403;-451
43029;Campanha Ocidental;RS;-4981;-4994;-4990;-5241;-4971;-5120
43030;Campanha Central;RS;-2184;-2130;-2345;-2495;-2482;-2392
43031;Campanha Meridional;RS;-1365;-1337;-1454;-1440;-1422;-1458
43032;Serras de Sudeste;RS;-645;-645;-726;-653;-656;-727
43033;Pelotas;RS;-2691;-2755;-3035;-3081;-2693;-3324
43034;Jaguarão;RS;-616;-645;-694;-694;-612;-667
43035;Litoral Lagunar;RS;-797;-1148;-1424;-1715;-1366;-1454
50001;Baixo Pantanal;MS;-431;-732;-954;-674;-683;-745
50002;Aquidauana;MS;-749;-759;-871;-839;-854;-1009
50003;Alto Taquari;MS;234;197;138;116;346;98
50004;Campo Grande;MS;4911;4893;4616;4565;5774;4921
50005;Cassilândia;MS;613;643;615;568;682;662
50006;Paranaíba;MS;-232;-148;-307;-285;-168;-341
50007;Três Lagoas;MS;1294;1219;1155;1236;1462;1078
50008;Nova Andradina;MS;495;633;468;413;545;463
50009;Bodoquena;MS;-802;-1104;-1056;-1076;-834;-1151
50010;Dourados;MS;2769;3368;2664;3025;3415;2595
50011;Iguatemi;MS;-716;-725;-785;-947;-687;-949
51001;Aripuanã;MT;3870;4241;4379;4749;5240;5221
51002;Alta Floresta;MT;-154;-49;-182;-207;-164;-192
51003;Colíder;MT;-252;-414;-586;-464;-486;-718
51004;Parecis;MT;2401;2665;2729;2827;3015;3115
51005;Arinos;MT;17;-112;-133;-26;120;12
51006;Alto Teles Pires;MT;11460;12074;12798;13755;14985;16024
51007;Sinop;MT;3090;2954;2935;3093;3493;3395
51008;Paranatinga;MT;37;131;-18;28;59;18
51009;Norte Araguaia;MT;1507;1563;1660;1561;1687;1766
51010;Canarana;MT;916;814;872;769;964;798
51011;Médio Araguaia;MT;-297;-264;-421;-391;-417;-420
51012;Alto Guaporé;MT;-577;-574;-733;-706;-622;-729
51013;Tangará da Serra;MT;1921;1935;1902;1945;2110;2049
51014;Jauru;MT;-685;-600;-650;-736;-430;-719
51015;Alto Paraguai;MT;-312;-371;-386;-340;-288;-355
51016;Rosário Oeste;MT;-355;-345;-388;-428;-311;-431
51017;Cuiabá;MT;-1213;-2058;-2699;-2628;-1496;-2782
51018;Alto Pantanal;MT;-1320;-1434;-1537;-1523;-1359;-1582
51019;Primavera do Leste;MT;2153;2178;2264;2178;2423;2489
51020;Tesouro;MT;-334;-412;-403;-431;-341;-411
51021;Rondonópolis;MT;2082;2113;1683;1874;2160;1923
51022;Alto Araguaia;MT;795;836;856;908;969;1059
52001;São Miguel do Araguaia;GO;-607;-564;-600;-753;-589;-678
52002;Rio Vermelho;GO;-987;-1077;-1016;-911;-1043;-1045
52003;Aragarças;GO;-270;-267;-270;-250;-249;-251
52004;Porangatu;GO;-1856;-1789;-1927;-1918;-1683;-1721
52005;Chapada dos Veadeiros;GO;-38;-89;45;-87;1;-24
52006;Ceres;GO;-101;-148;-363;-342;-403;-295
52007;Anápolis;GO;1888;1676;1400;1100;1295;1118
52008;Iporá;GO;-782;-746;-778;-790;-832;-777
52009;Anicuns;GO;-48;-115;-137;-174;-231;-148
52010;Goiânia;GO;20727;20505;19241;19712;21658;21660
52011;Vão do Paranã;GO;510;455;460;507;712;695
52012;Entorno de Brasília;GO;12763;12906;12360;12765;14419;14338
52013;Sudoeste de Goiás;GO;7026;6910;6757;7077;7453;7727
52014;Vale do Rio dos Bois;GO;147;76;52;12;86;58
52015;Meia Ponte;GO;1734;1617;1408;1490;1554;1465
52016;Pires do Rio;GO;-185;-161;-149;-222;-182;-252
52017;Catalão;GO;1947;1806;1837;1903;1898;1924
52018;Quirinópolis;GO;760;825;658;710;783;810
53001;Brasília;DF;18746;17844;18288;16838;19653;18559
